mun,mun_name,gender,year,n_orp
15660,San Eduardo,Female,2015,0.7043011884011856
15664,San José De Pare,Female,2015,2.0747077029319363
15667,San Luis De Gaceno,Female,2015,2.171554653802696
15673,San Mateo,Female,2015,1.3716783501986378
15676,San Miguel De Sema,Female,2015,1.2078860877914481
15681,San Pablo De Borbur,Female,2015,2.6378188296039338
15686,Santana,Female,2015,3.1535331843723786
15690,Santa María,Female,2015,1.3539490411863109
15693,Santa Rosa De Viterbo,Female,2015,4.016500419987363
15696,Santa Sofía,Female,2015,1.3028648449030662
15720,Sativanorte,Female,2015,0.9405381873342483
15723,Sativasur,Female,2015,0.4147390541663972
15740,Siachoque,Female,2015,2.5631483316996735
15753,Soatá,Female,2015,3.2043143770935174
15755,Socotá,Female,2015,3.077386698450981
15757,Socha,Female,2015,2.6400257184145546
15759,Sogamoso,Female,2015,47.46007644923937
15761,Somondoco,Female,2015,1.1352693966084326
15762,Sora,Female,2015,1.3304555519549068
15763,Sotaquirá,Female,2015,2.8705651319478394
15764,Soracá,Female,2015,2.2588862779127648
15774,Susacón,Female,2015,0.9301140478573267
15776,Sutamarchán,Female,2015,2.1632580764158895
15778,Sutatenza,Female,2015,1.7625398805234687
15790,Tasco,Female,2015,2.0324911309474016
15798,Tenza,Female,2015,1.5612412451847553
15804,Tibaná,Female,2015,3.4897577808152214
15806,Tibasosa,Female,2015,3.966951702870923
15808,Tinjacá,Female,2015,1.1355181047639704
15810,Tipacoque,Female,2015,1.3907332173522882
15814,Toca,Female,2015,3.128008705552941
15816,Togüí,Female,2015,2.155933530010776
15820,Tópaga,Female,2015,1.2303196933326486
15822,Tota,Female,2015,2.0413250928075244
15832,Tununguá,Female,2015,0.53675123926429
15835,Turmequé,Female,2015,2.6278599764037636
15837,Tuta,Female,2015,2.827573549544434
15839,Tutazá,Female,2015,0.7861880680697617
15842,Úmbita,Female,2015,2.868824967469879
15861,Ventaquemada,Female,2015,5.695965397608678
15879,Viracachá,Female,2015,1.160500306218757
15897,Zetaquira,Female,2015,2.0058553160787485
17001,Manizales,Female,2015,146.65546657520574
17013,Aguadas,Female,2015,8.602595032483997
17042,Anserma,Female,2015,14.011132032890638
17050,Aranzazu,Female,2015,5.07886949128525
17088,Belalcázar,Female,2015,4.2855492069947525
17174,Chinchiná,Female,2015,21.669014610161398
17272,Filadelfia,Female,2015,4.666222662487806
17380,La Dorada,Female,2015,33.01163043035559
17388,La Merced,Female,2015,2.689694723094214
17433,Manzanares,Female,2015,7.358088823268611
17442,Marmato,Female,2015,3.896842853878825
17444,Marquetalia,Female,2015,5.261622172497168
17446,Marulanda,Female,2015,1.0039953759090001
17486,Neira,Female,2015,8.179304838468525
17495,Norcasia,Female,2015,2.283223285088773
17513,Pácora,Female,2015,6.0052778755497975
17524,Palestina,Female,2015,6.745749835166512
17541,Pensilvania,Female,2015,7.80351361955443
17614,Riosucio,Female,2015,18.80835972846768
17616,Risaralda,Female,2015,4.497541326479335
17653,Salamina,Female,2015,7.195924348510605
17662,Samaná,Female,2015,8.421263106465975
17665,San José,Female,2015,2.105609498156519
17777,Supía,Female,2015,11.093863521190576
17867,Victoria,Female,2015,3.8582451277966765
17873,Villamaría,Female,2015,22.35560100382025
17877,Viterbo,Female,2015,4.799187768113126
18001,Florencia,Female,2015,71.75536582290066
18029,Albania,Female,2015,2.024055010045397
18094,Belén De Los Andaquíes,Female,2015,4.690245201675935
18150,Cartagena Del Chairá,Female,2015,12.142662670415257
18205,Curillo,Female,2015,3.784369973452302
18247,El Doncello,Female,2015,8.299446928217904
18256,El Paujíl,Female,2015,6.644546252812583
18410,La Montañita,Female,2015,5.866798009870232
18460,Milán,Female,2015,3.777360353864363
18479,Morelia,Female,2015,1.4157395439706437
18592,Puerto Rico,Female,2015,10.90051117108793
18610,San José Del Fragua,Female,2015,5.973326222008095
18753,San Vicente Del Caguán,Female,2015,24.142847373955014
18756,Solano,Female,2015,4.325163731231475
18785,Solita,Female,2015,2.9555157384417354
18860,Valparaíso,Female,2015,2.9660023652349903
19001,Popayán,Female,2015,109.50989854027938
19022,Almaguer,Female,2015,9.167721179700115
19050,Argelia,Female,2015,11.140073963365507
19075,Balboa,Female,2015,8.878026439497406
19100,Bolívar,Female,2015,17.715958328247176
19110,Buenos Aires,Female,2015,11.78128055778801
19130,Cajibío,Female,2015,17.816883738208567
19137,Caldono,Female,2015,14.786339040417326
19142,Caloto,Female,2015,10.463452464521465
19212,Corinto,Female,2015,16.34828449367003
19256,El Tambo,Female,2015,21.251200578415094
19290,Florencia,Female,2015,1.9561511390900759
19300,Guachené,Female,2015,2.90177547496598
19318,Guapi,Female,2015,11.764410496784198
19355,Inzá,Female,2015,12.051619061844978
19364,Jambaló,Female,2015,6.430688635368384
19392,La Sierra,Female,2015,4.670760012440914
19397,La Vega,Female,2015,10.982574113795275
19418,López De Micay,Female,2015,8.290784909816232
19450,Mercaderes,Female,2015,9.36128976895909
19455,Miranda,Female,2015,10.560291860964758
19473,Morales,Female,2015,14.464673649473843
19513,Padilla,Female,2015,3.5552544161648463
19517,Páez,Female,2015,18.91948088699953
19532,Patía,Female,2015,16.76543845101952
19533,Piamonte,Female,2015,2.8080923385226044
19548,Piendamó - Tunía,Female,2015,14.530362031902474
19573,Puerto Tejada,Female,2015,23.824648026955416
19585,Puracé,Female,2015,6.431201228344227
19622,Rosas,Female,2015,4.468059822053802
19693,San Sebastián,Female,2015,4.480780898165957
19698,Santander De Quilichao,Female,2015,38.35831185377542
19701,Santa Rosa,Female,2015,2.4863706274464366
19743,Silvia,Female,2015,13.699737864350213
19760,Sotará - Paispamba,Female,2015,5.022725719935829
19780,Suárez,Female,2015,12.050971323870945
19785,Sucre,Female,2015,4.576703011405975
19807,Timbío,Female,2015,13.755945098802032
19809,Timbiquí,Female,2015,10.593373705732112
19821,Toribío,Female,2015,12.498692571433686
19824,Totoró,Female,2015,9.705040119879715
19845,Villa Rica,Female,2015,7.075851767325882
20001,Valledupar,Female,2015,182.751566266678
20011,Aguachica,Female,2015,41.67689453936681
20013,Agustín Codazzi,Female,2015,23.04318935837495
20032,Astrea,Female,2015,7.509969451047436
20045,Becerril,Female,2015,7.690143223001844
20060,Bosconia,Female,2015,14.746813824995462
20175,Chimichagua,Female,2015,12.15119001543503
20178,Chiriguaná,Female,2015,10.916321931319983
20228,Curumaní,Female,2015,14.289140856437577
20238,El Copey,Female,2015,11.631276916354476
20250,El Paso,Female,2015,12.861147466052419
20295,Gamarra,Female,2015,5.770554582030462
20310,González,Female,2015,2.0944243211997846
20383,La Gloria,Female,2015,6.154126876077375
20400,La Jagua De Ibirico,Female,2015,15.102990741496006
20443,Manaure Balcón Del Cesar,Female,2015,3.573972720038209
20517,Pailitas,Female,2015,7.342389273162442
20550,Pelaya,Female,2015,8.183135663442325
20570,Pueblo Bello,Female,2015,10.134218248867839
20614,Río De Oro,Female,2015,6.687574379151197
20621,La Paz,Female,2015,9.944197721589358
20710,San Alberto,Female,2015,9.374438289415064
20750,San Diego,Female,2015,6.728920005032319
20770,San Martín,Female,2015,9.62033062179951
20787,Tamalameque,Female,2015,5.55905756264908
23001,Montería,Female,2015,178.96298123202268
23068,Ayapel,Female,2015,20.316238008674123
23079,Buenavista,Female,2015,8.968957391122593
23090,Canalete,Female,2015,7.223835424262277
23162,Cereté,Female,2015,40.75649412860094
23168,Chimá,Female,2015,7.661210869244556
23182,Chinú,Female,2015,19.513795699731048
23189,Ciénaga De Oro,Female,2015,25.475554333839156
23300,Cotorra,Female,2015,7.820950733373003
23350,La Apartada,Female,2015,6.649433212869682
23417,Lorica,Female,2015,47.46101895760649
23419,Los Córdobas,Female,2015,8.117758357241616
23464,Momil,Female,2015,7.51866895890849
23466,Montelíbano,Female,2015,31.37509117288751
23500,Moñitos,Female,2015,13.202785325517635
23555,Planeta Rica,Female,2015,26.045563723983
23570,Pueblo Nuevo,Female,2015,14.403644236016078
23574,Puerto Escondido,Female,2015,10.423109763578903
23580,Puerto Libertador,Female,2015,16.614605537528064
23586,Purísima De La Concepción,Female,2015,7.267791794936986
23660,Sahagún,Female,2015,41.949692428160255
23670,San Andrés De Sotavento,Female,2015,20.98927064436083
23672,San Antero,Female,2015,13.81936474905484
23675,San Bernardo Del Viento,Female,2015,15.679737333713387
23678,San Carlos,Female,2015,11.6529533749912
23682,San José De Uré,Female,2015,1.7279186191383682
23686,San Pelayo,Female,2015,21.20416457154401
23807,Tierralta,Female,2015,38.85519705424827
23815,Tuchín,Female,2015,8.083990039530399
23855,Valencia,Female,2015,15.120287080871734
25001,Agua De Dios,Female,2015,4.321772142915736
25019,Albán,Female,2015,1.997004607820409
25035,Anapoima,Female,2015,4.563911165772245
25040,Anolaima,Female,2015,4.50054149660132
25053,Arbeláez,Female,2015,3.2982728062519766
25086,Beltrán,Female,2015,0.5982074299274598
25095,Bituima,Female,2015,0.7036369031782396
25099,Bojacá,Female,2015,3.095967581154075
25120,Cabrera,Female,2015,1.4689597776027812
25123,Cachipay,Female,2015,3.2741733284429353
25126,Cajicá,Female,2015,23.805368047328315
25148,Caparrapí,Female,2015,4.513020574961278
25151,Cáqueza,Female,2015,7.674839668124753
25154,Carmen De Carupa,Female,2015,2.8202392612304723
25168,Chaguaní,Female,2015,1.5268862537465508
25175,Chía,Female,2015,43.53003108871365
25178,Chipaque,Female,2015,3.069835686879433
25181,Choachí,Female,2015,3.5868210989470493
25183,Chocontá,Female,2015,9.534302790189273
25200,Cogua,Female,2015,6.95634085245378
25214,Cota,Female,2015,9.408359582688968
25224,Cucunubá,Female,2015,2.5897286647825726
25245,El Colegio,Female,2015,7.716509930725371
25258,El Peñón,Female,2015,1.5944852715566065
25260,El Rosal,Female,2015,6.297918338977774
25269,Facatativá,Female,2015,51.19396888592239
25279,Fómeque,Female,2015,3.820879446216831
25281,Fosca,Female,2015,2.345479734613235
25286,Funza,Female,2015,27.88180834663485
25288,Fúquene,Female,2015,1.5176650140661758
25290,Fusagasugá,Female,2015,49.51680410483601
25293,Gachalá,Female,2015,1.7309385269256314
25295,Gachancipá,Female,2015,5.1207181685127665
25297,Gachetá,Female,2015,4.133336322013991
25299,Gama,Female,2015,1.2358002189024409
25307,Girardot,Female,2015,54.94224874982039
25312,Granada,Female,2015,2.2802350616596514
25317,Guachetá,Female,2015,4.3614120741238285
25320,Guaduas,Female,2015,10.062538402329405
25322,Guasca,Female,2015,4.368224982120104
25324,Guataquí,Female,2015,0.8498726306800104
25326,Guatavita,Female,2015,2.260652420223398
25328,Guayabal De Síquima,Female,2015,1.3598265590252576
25335,Guayabetal,Female,2015,1.8962251916695616
25339,Gutiérrez,Female,2015,1.1429118017606938
25368,Jerusalén,Female,2015,0.6958400354113028
25372,Junín,Female,2015,2.600080272873646
25377,La Calera,Female,2015,9.927926386147883
25386,La Mesa,Female,2015,11.941085807545683
25394,La Palma,Female,2015,3.326275963400599
25398,La Peña,Female,2015,2.0256809274207717
25402,La Vega,Female,2015,5.595726947884057
25407,Lenguazaque,Female,2015,3.391952892118824
25426,Machetá,Female,2015,2.2147944826211545
25430,Madrid,Female,2015,32.55700091345434
25436,Manta,Female,2015,1.260694852311582
25438,Medina,Female,2015,2.9695236592949263
25473,Mosquera,Female,2015,36.43590015885071
25483,Nariño,Female,2015,0.8351352047646372
25486,Nemocón,Female,2015,5.156087319813393
25488,Nilo,Female,2015,1.9993828666824736
25489,Nimaima,Female,2015,1.081062095828084
25491,Nocaima,Female,2015,1.7245053212592731
25506,Venecia,Female,2015,1.4405039826435604
25513,Pacho,Female,2015,10.230695862325074
25518,Paime,Female,2015,1.635912639388336
25524,Pandi,Female,2015,1.486167839002116
25530,Paratebueno,Female,2015,3.097635888059688
25535,Pasca,Female,2015,3.0782282246512547
25572,Puerto Salgar,Female,2015,5.605813167151296
25580,Pulí,Female,2015,1.1021609484329864
25592,Quebradanegra,Female,2015,1.5338080470951923
25594,Quetame,Female,2015,2.1391577465504823
25596,Quipile,Female,2015,2.0885073392661377
25599,Apulo,Female,2015,2.491615505282626
25612,Ricaurte,Female,2015,3.475389892243498
25645,San Antonio Del Tequendama,Female,2015,3.4258362134817446
25649,San Bernardo,Female,2015,3.0161300441020016
25653,San Cayetano,Female,2015,1.547963221021301
25658,San Francisco,Female,2015,3.042484083034641
25662,San Juan De Rioseco,Female,2015,3.465008312717893
25718,Sasaima,Female,2015,3.578917969059612
25736,Sesquilé,Female,2015,4.0062311260549
25740,Sibaté,Female,2015,11.440011947770094
25743,Silvania,Female,2015,7.337727557499434
25745,Simijaca,Female,2015,4.518208611838735
25754,Soacha,Female,2015,190.90720851367465
25758,Sopó,Female,2015,9.331368783169024
25769,Subachoque,Female,2015,4.638068078910926
25772,Suesca,Female,2015,5.781810480771161
25777,Supatá,Female,2015,1.541862315763877
